marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,ventas_unidades,ventas_ingresos,utilidad,score_latente,exito
GoldenGrain,cereal,retail,159.12,72.68,86.44,54.32,5,68,82,alta,7,"Nada extraordinario, pero ok",0,54.0,0,7381,1174464.72,638013.64,35.95,1
CerealNova,cereal,retail,106.41,65.64,40.77,38.31,8,66,47,baja,6,Podría mejorar el sabor,0,47.0,0,5760,612921.6,234835.2,-1.61,0
HoneyOats,cereal,retail,90.56,55.24,35.32,39.0,9,55,25,baja,3,No lo volvería a comprar,-1,11.0,0,3543,320854.08,125138.76,-18.4,0
VitalMix,cereal,retail,99.0,65.71,33.29,33.63,9,67,75,media,8,Me encanta el sabor y la textura,1,76.0,1,9827,972873.0,327140.83,9.25,0
CrunchMax,cereal,retail,75.52,34.05,41.47,54.91,7,85,67,alta,8,Gran relación calidad-precio,1,76.0,1,19292,1456931.84,800039.24,47.97,1
ChocoBoom,cereal,retail,82.81,46.74,36.07,43.56,8,65,57,baja,9,Me identifico con la propuesta saludable,1,83.0,1,10786,893188.66,389051.02,19.7,1
CrunchMax,cereal,marketplace,48.45,32.2,16.25,33.54,8,79,81,media,8,Me encanta el sabor y la textura,1,76.0,1,15150,734017.5,246187.5,36.37,1
HoneyOats,cereal,retail,45.6,28.9,16.7,36.62,10,76,45,baja,6,"Está bien, cumple",0,47.0,0,10111,461061.6,168853.7,-10.07,0
ChocoBoom,cereal,retail,104.33,53.09,51.24,49.11,8,69,63,media,6,Es un cereal promedio,0,47.0,0,7896,823789.68,404591.04,17.69,0
KidsStar,cereal,marketplace,64.72,38.48,26.24,40.54,6,79,49,media,6,Es un cereal promedio,0,47.0,0,11242,727582.24,294990.08,26.62,1
CornCrisp,cereal,marketplace,118.6,63.24,55.36,46.68,8,67,59,media,7,"Nada extraordinario, pero ok",0,54.0,0,5119,607113.4,283387.84,2.17,0
CerealNova,cereal,retail,74.79,38.65,36.14,48.32,8,70,73,media,8,Me encanta el sabor y la textura,1,76.0,1,13417,1003457.43,484890.38,27.26,1
FiberPlus,cereal,marketplace,147.73,79.03,68.7,46.5,6,71,64,media,7,"Nada extraordinario, pero ok",0,54.0,0,5213,770116.49,358133.1,25.9,1
CornCrisp,cereal,marketplace,61.79,28.78,33.01,53.42,8,81,33,media,6,Podría mejorar el sabor,0,47.0,0,9859,609187.61,325445.59,10.21,0
CrunchMax,cereal,retail,72.78,37.05,35.73,49.09,7,68,52,alta,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,14261,1037915.58,509545.53,33.76,1
ChocoBoom,cereal,marketplace,86.58,46.56,40.02,46.22,6,75,73,alta,8,Se siente premium y de buena calidad,1,76.0,1,12837,1111427.46,513736.74,46.67,1
CornCrisp,cereal,retail,79.53,47.8,31.73,39.9,6,65,90,media,5,"Está bien, cumple",0,40.0,0,10865,864093.45,344746.45,34.68,1
HoneyOats,cereal,marketplace,106.01,51.63,54.38,51.3,10,62,47,media,6,Podría mejorar el sabor,0,47.0,0,4374,463687.74,237858.12,-8.76,0
VitalMix,cereal,retail,143.98,74.7,69.28,48.12,6,58,63,media,5,"Nada extraordinario, pero ok",0,40.0,0,3924,564977.52,271854.72,12.95,0
CerealNova,cereal,marketplace,82.58,55.8,26.78,32.43,7,68,41,media,6,"Nada extraordinario, pero ok",0,47.0,0,7387,610018.46,197823.86,-4.17,0
CrunchMax,cereal,marketplace,49.48,28.16,21.32,43.09,4,86,45,alta,8,Gran relación calidad-precio,1,76.0,1,19167,948383.16,408640.44,51.76,1
FitMorning,cereal,retail,94.16,44.38,49.78,52.87,4,94,68,alta,7,"Nada extraordinario, pero ok",0,54.0,0,18336,1726517.76,912766.08,61.81,1
FiberPlus,cereal,retail,108.69,73.88,34.81,32.03,7,54,64,media,7,"Nada extraordinario, pero ok",0,54.0,0,6313,686159.97,219755.53,3.54,0
VitalMix,cereal,retail,120.02,79.55,40.47,33.72,8,73,67,media,4,No conecté con la marca,-1,18.0,0,5482,657949.64,221856.54,-6.48,0
FitMorning,cereal,retail,136.77,64.64,72.13,52.74,9,52,67,media,6,Podría mejorar el sabor,0,47.0,0,3566,487721.82,257215.58,-9.77,0
KidsStar,cereal,marketplace,74.6,43.76,30.84,41.34,8,78,96,media,8,Me identifico con la propuesta saludable,1,76.0,1,13808,1030076.8,425838.72,17.83,0
CrunchMax,cereal,marketplace,100.89,70.9,29.99,29.73,6,53,69,baja,7,Podría mejorar el sabor,0,54.0,0,5058,510301.62,151689.42,10.37,0
FitMorning,cereal,retail,106.83,59.72,47.11,44.1,5,82,55,alta,6,Podría mejorar el sabor,0,47.0,0,11189,1195320.87,527113.79,34.82,1
HoneyOats,cereal,marketplace,44.52,26.47,18.05,40.54,8,76,48,media,6,Podría mejorar el sabor,0,47.0,0,10149,451833.48,183189.45,15.37,0
HoneyOats,cereal,retail,105.5,48.27,57.23,54.25,7,60,73,media,5,"Está bien, cumple",0,40.0,0,6172,651146.0,353223.56,9.7,0
FitMorning,cereal,retail,124.0,75.71,48.29,38.94,9,79,56,alta,6,Podría mejorar el sabor,0,47.0,0,7022,870728.0,339092.38,14.97,0
CrunchMax,cereal,retail,56.6,32.88,23.72,41.91,6,80,53,media,7,Lo compraría solo en promoción,0,54.0,0,15532,879111.2,368419.04,24.28,1
GoldenGrain,cereal,retail,102.38,66.58,35.8,34.97,6,75,72,alta,6,Podría mejorar el sabor,0,47.0,0,11661,1193853.18,417463.8,36.54,1
FiberPlus,cereal,marketplace,77.55,40.89,36.66,47.27,8,86,64,media,8,Se siente premium y de buena calidad,1,76.0,1,13313,1032423.15,488054.58,33.19,1
CornCrisp,cereal,retail,88.49,46.33,42.16,47.64,10,87,66,media,6,"Está bien, cumple",0,47.0,0,9879,874192.71,416498.64,13.71,0
CerealNova,cereal,marketplace,95.63,50.09,45.54,47.62,9,69,58,media,5,Lo compraría solo en promoción,0,40.0,0,6226,595392.38,283532.04,-5.32,0
ChocoBoom,cereal,retail,44.19,28.71,15.48,35.03,9,68,52,baja,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,13077,577872.63,202431.96,10.45,0
CornCrisp,cereal,retail,80.36,41.87,38.49,47.9,9,70,60,media,5,Podría mejorar el sabor,0,40.0,0,9020,724847.2,347179.8,13.6,0
GoldenGrain,cereal,retail,92.59,62.94,29.65,32.02,6,63,47,media,7,Podría mejorar el sabor,0,54.0,0,9133,845624.47,270793.45,20.08,1
KidsStar,cereal,retail,80.0,46.51,33.49,41.86,6,76,68,baja,6,Lo compraría solo en promoción,0,47.0,0,12227,978160.0,409482.23,29.46,1
CrunchMax,cereal,retail,93.87,59.04,34.83,37.1,6,77,64,media,7,"Está bien, cumple",0,54.0,0,10546,989953.02,367317.18,27.57,1
ChocoBoom,cereal,marketplace,75.81,49.83,25.98,34.27,7,82,40,baja,6,Lo compraría solo en promoción,0,47.0,0,8731,661897.11,226831.38,15.17,0
GoldenGrain,cereal,marketplace,93.63,64.3,29.33,31.33,8,81,50,media,5,"Nada extraordinario, pero ok",0,40.0,0,8268,774132.84,242500.44,17.61,0
CrunchMax,cereal,retail,93.4,50.27,43.13,46.18,10,79,34,alta,6,Podría mejorar el sabor,0,47.0,0,8320,777088.0,358841.6,-1.24,0
FitMorning,cereal,retail,99.66,52.81,46.85,47.01,8,65,54,media,7,"Está bien, cumple",0,54.0,0,7933,790602.78,371661.05,3.83,0
CornCrisp,cereal,retail,95.85,63.75,32.1,33.49,10,83,45,alta,6,"Está bien, cumple",0,47.0,0,8679,831882.15,278595.9,4.97,0
VitalMix,cereal,retail,112.4,68.53,43.87,39.03,7,52,77,baja,7,"Nada extraordinario, pero ok",0,54.0,0,5727,643714.8,251243.49,11.19,0
GoldenGrain,cereal,retail,105.42,50.42,55.0,52.17,9,55,48,media,7,Lo compraría solo en promoción,0,54.0,0,5587,588981.54,307285.0,-1.86,0
FitMorning,cereal,retail,120.68,82.89,37.79,31.31,7,77,67,alta,8,Se siente premium y de buena calidad,1,76.0,1,10517,1269191.56,397437.43,28.19,1
KidsStar,cereal,marketplace,103.3,54.22,49.08,47.51,6,69,61,media,7,Podría mejorar el sabor,0,54.0,0,7561,781051.3,371093.88,29.98,1
GoldenGrain,cereal,marketplace,112.85,76.39,36.46,32.31,9,61,35,media,6,"Nada extraordinario, pero ok",0,47.0,0,4774,538745.9,174060.04,-7.2,0
CrunchMax,cereal,marketplace,108.73,61.21,47.52,43.7,5,68,50,media,5,Lo compraría solo en promoción,0,40.0,0,5690,618673.7,270388.8,18.54,0
KidsStar,cereal,retail,88.69,54.29,34.4,38.79,9,80,61,media,7,"Está bien, cumple",0,54.0,0,10495,930801.55,361028.0,10.06,0
GoldenGrain,cereal,marketplace,119.32,81.26,38.06,31.9,7,65,37,baja,5,"Nada extraordinario, pero ok",0,40.0,0,5042,601611.44,191898.52,-2.8,0
GoldenGrain,cereal,marketplace,103.62,56.72,46.9,45.26,6,69,61,media,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,9237,957137.94,433215.3,30.01,1
CrunchMax,cereal,retail,84.47,38.14,46.33,54.85,5,72,60,media,7,Lo compraría solo en promoción,0,54.0,0,11908,1005868.76,551697.64,34.9,1
FiberPlus,cereal,retail,83.63,51.68,31.95,38.2,7,74,78,alta,6,Es un cereal promedio,0,47.0,0,14005,1171238.15,447459.75,23.9,1
ChocoBoom,cereal,retail,57.57,30.31,27.26,47.35,8,80,71,media,9,Me identifico con la propuesta saludable,1,83.0,1,19307,1111503.99,526308.82,38.0,1
GoldenGrain,cereal,marketplace,113.23,73.62,39.61,34.98,7,72,51,media,4,No conecté con la marca,-1,18.0,0,5476,620047.48,216904.36,5.52,0
VitalMix,cereal,retail,94.33,54.7,39.63,42.01,8,75,42,alta,5,Podría mejorar el sabor,0,40.0,0,9310,878212.3,368955.3,12.57,0
GoldenGrain,cereal,marketplace,140.27,76.78,63.49,45.26,5,64,37,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,3607,505953.89,229008.43,9.49,0
HoneyOats,cereal,retail,50.91,25.25,25.66,50.4,7,79,58,media,7,Lo compraría solo en promoción,0,54.0,0,14961,761664.51,383899.26,29.47,1
HoneyOats,cereal,retail,71.69,41.25,30.44,42.46,6,80,72,media,6,"Nada extraordinario, pero ok",0,47.0,0,14752,1057570.88,449050.88,31.16,1
ChocoBoom,cereal,retail,43.15,23.02,20.13,46.65,6,98,55,media,6,"Nada extraordinario, pero ok",0,47.0,0,19268,831414.2,387864.84,37.14,1
CerealNova,cereal,retail,64.71,42.83,21.88,33.81,6,71,44,baja,6,"Está bien, cumple",0,47.0,0,12056,780143.76,263785.28,13.23,0
CerealNova,cereal,retail,104.64,49.59,55.05,52.61,6,78,62,media,6,"Está bien, cumple",0,47.0,0,9027,944585.28,496936.35,34.12,1
FitMorning,cereal,retail,139.9,76.09,63.81,45.61,7,72,57,media,6,Podría mejorar el sabor,0,47.0,0,5409,756719.1,345148.29,10.12,0
ChocoBoom,cereal,retail,71.71,37.91,33.8,47.13,7,92,48,alta,8,Me encanta el sabor y la textura,1,76.0,1,20506,1470485.26,693102.8,43.1,1
ChocoBoom,cereal,retail,94.9,48.75,46.15,48.63,8,89,62,alta,9,Me encanta el sabor y la textura,1,83.0,1,15541,1474840.9,717217.15,41.5,1
CerealNova,cereal,marketplace,63.7,39.62,24.08,37.8,8,71,40,media,4,No lo volvería a comprar,-1,18.0,0,6834,435325.8,164562.72,-5.67,0
FiberPlus,cereal,marketplace,117.45,63.79,53.66,45.69,10,67,69,alta,7,Podría mejorar el sabor,0,54.0,0,5863,688609.35,314608.58,5.27,0
CrunchMax,cereal,retail,81.15,51.68,29.47,36.32,6,86,49,media,6,Podría mejorar el sabor,0,47.0,0,12250,994087.5,361007.5,27.32,1
FiberPlus,cereal,retail,68.8,43.32,25.48,37.03,7,73,65,baja,6,"Está bien, cumple",0,47.0,0,12578,865366.4,320487.44,30.04,1
CrunchMax,cereal,marketplace,77.7,46.77,30.93,39.81,6,74,55,baja,5,Podría mejorar el sabor,0,40.0,0,8046,625174.2,248862.78,12.09,0
CrunchMax,cereal,retail,53.36,36.16,17.2,32.23,8,90,63,alta,5,Es un cereal promedio,0,40.0,0,16812,897088.32,289166.4,29.23,1
GoldenGrain,cereal,marketplace,90.27,49.51,40.76,45.15,2,84,58,alta,9,Se siente premium y de buena calidad,1,83.0,1,17616,1590196.32,718028.16,65.34,1
KidsStar,cereal,marketplace,53.34,29.35,23.99,44.98,8,70,78,media,9,Me identifico con la propuesta saludable,1,83.0,1,14297,762601.98,342985.03,38.41,1
CornCrisp,cereal,retail,72.23,41.06,31.17,43.15,7,78,53,media,4,No conecté con la marca,-1,18.0,0,9821,709370.83,306120.57,9.72,0
KidsStar,cereal,retail,102.93,67.29,35.64,34.63,7,70,35,media,5,Es un cereal promedio,0,40.0,0,6981,718554.33,248802.84,2.88,0
CrunchMax,cereal,retail,68.25,39.6,28.65,41.98,5,84,59,media,7,Es un cereal promedio,0,54.0,0,16774,1144825.5,480575.1,44.16,1
FiberPlus,cereal,retail,111.85,75.54,36.31,32.46,7,67,61,baja,7,Lo compraría solo en promoción,0,54.0,0,7064,790108.4,256493.84,17.62,0
CornCrisp,cereal,retail,90.66,60.32,30.34,33.47,5,84,51,media,7,"Nada extraordinario, pero ok",0,54.0,0,11610,1052562.6,352247.4,26.59,1
CerealNova,cereal,retail,76.25,36.26,39.99,52.45,9,83,54,media,7,Es un cereal promedio,0,54.0,0,11641,887626.25,465523.59,23.52,1
VitalMix,cereal,retail,141.95,93.84,48.11,33.89,6,64,86,alta,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,7270,1031976.5,349759.7,33.34,1
HoneyOats,cereal,retail,44.54,21.3,23.24,52.18,8,99,42,media,5,Lo compraría solo en promoción,0,40.0,0,14701,654782.54,341651.24,15.06,0
CrunchMax,cereal,retail,71.39,39.43,31.96,44.77,10,83,53,media,5,Podría mejorar el sabor,0,40.0,0,10926,780007.14,349194.96,-4.87,0
CrunchMax,cereal,marketplace,71.45,47.71,23.74,33.23,7,67,65,media,8,Se siente premium y de buena calidad,1,76.0,1,11388,813672.6,270351.12,25.09,1
HoneyOats,cereal,retail,109.64,63.06,46.58,42.48,8,65,54,baja,7,Podría mejorar el sabor,0,54.0,0,5740,629333.6,267369.2,12.56,0
CerealNova,cereal,retail,75.36,38.97,36.39,48.29,6,75,69,baja,6,Lo compraría solo en promoción,0,47.0,0,12249,923084.64,445741.11,16.87,0
VitalMix,cereal,retail,107.56,61.68,45.88,42.66,9,67,64,media,4,No conecté con la marca,-1,18.0,0,5409,581792.04,248164.92,-5.55,0
FitMorning,cereal,retail,125.93,66.21,59.72,47.42,4,74,73,alta,7,"Nada extraordinario, pero ok",0,54.0,0,9543,1201749.99,569907.96,50.47,1
KidsStar,cereal,marketplace,83.79,41.35,42.44,50.65,9,84,58,media,9,"Me gusta mucho esta marca, la volvería a comprar",1,83.0,1,11145,933839.55,472993.8,32.78,1
CornCrisp,cereal,retail,114.72,79.41,35.31,30.78,7,70,78,baja,6,Es un cereal promedio,0,47.0,0,6374,731225.28,225065.94,5.07,0
FitMorning,cereal,marketplace,113.68,59.18,54.5,47.94,9,75,57,media,5,Lo compraría solo en promoción,0,40.0,0,5693,647180.24,310268.5,-2.4,0
FiberPlus,cereal,retail,116.61,74.27,42.34,36.31,7,70,84,baja,8,Me identifico con la propuesta saludable,1,76.0,1,8636,1007043.96,365648.24,16.92,0
FiberPlus,cereal,marketplace,93.27,61.74,31.53,33.81,8,76,55,media,6,Podría mejorar el sabor,0,47.0,0,8236,768171.72,259681.08,8.43,0
CornCrisp,cereal,marketplace,81.21,49.38,31.83,39.19,7,73,69,media,7,Podría mejorar el sabor,0,54.0,0,9264,752329.44,294873.12,21.59,1
GoldenGrain,cereal,retail,79.79,49.44,30.35,38.04,9,89,65,media,6,Podría mejorar el sabor,0,47.0,0,13897,1108841.63,421773.95,12.42,0
FiberPlus,cereal,retail,110.0,61.69,48.31,43.92,6,66,58,media,6,Lo compraría solo en promoción,0,47.0,0,7084,779240.0,342228.04,32.79,1
VitalMix,cereal,marketplace,85.48,57.97,27.51,32.18,9,71,82,media,8,Me encanta el sabor y la textura,1,76.0,1,10348,884547.04,284673.48,17.8,0
CerealNova,cereal,retail,110.73,75.13,35.6,32.15,10,69,70,media,7,Podría mejorar el sabor,0,54.0,0,6656,737018.88,236953.6,-1.84,0
ChocoBoom,cereal,marketplace,87.4,45.59,41.81,47.84,7,76,44,alta,6,"Nada extraordinario, pero ok",0,47.0,0,8853,773752.2,370143.93,22.08,1
VitalMix,cereal,marketplace,136.44,83.13,53.31,39.07,8,68,44,media,7,Podría mejorar el sabor,0,54.0,0,4309,587919.96,229712.79,10.2,0
ChocoBoom,cereal,retail,87.23,46.67,40.56,46.5,6,83,43,media,7,Lo compraría solo en promoción,0,54.0,0,12098,1055308.54,490694.88,34.05,1
VitalMix,cereal,retail,113.1,51.48,61.62,54.48,7,64,47,media,4,No conecté con la marca,-1,18.0,0,4753,537564.3,292879.86,3.78,0
FitMorning,cereal,retail,113.49,60.22,53.27,46.94,7,85,65,alta,5,"Nada extraordinario, pero ok",0,40.0,0,9710,1101987.9,517251.7,30.04,1
ChocoBoom,cereal,retail,81.99,49.25,32.74,39.93,9,78,54,media,7,Podría mejorar el sabor,0,54.0,0,10833,888197.67,354672.42,14.77,0
GoldenGrain,cereal,retail,119.29,83.2,36.09,30.25,9,61,100,baja,7,Podría mejorar el sabor,0,54.0,0,6140,732440.6,221592.6,14.64,0
ChocoBoom,cereal,retail,86.44,48.5,37.94,43.89,7,83,71,media,8,Me encanta el sabor y la textura,1,76.0,1,15325,1324693.0,581430.5,33.4,1
CerealNova,cereal,retail,105.2,70.62,34.58,32.87,7,67,58,media,5,"Nada extraordinario, pero ok",0,40.0,0,6923,728299.6,239397.34,13.24,0
FitMorning,cereal,retail,129.1,60.73,68.37,52.96,6,52,57,baja,6,"Está bien, cumple",0,47.0,0,3903,503877.3,266848.11,5.91,0
VitalMix,cereal,retail,101.91,66.89,35.02,34.36,7,90,63,alta,6,"Está bien, cumple",0,47.0,0,12535,1277441.85,438975.7,29.38,1
KidsStar,cereal,retail,89.77,51.49,38.28,42.64,7,80,86,alta,9,Se siente premium y de buena calidad,1,83.0,1,17521,1572860.17,670703.88,43.29,1
FitMorning,cereal,retail,96.12,53.81,42.31,44.02,6,64,72,media,8,Me identifico con la propuesta saludable,1,76.0,1,11308,1086924.96,478441.48,33.53,1
FitMorning,cereal,retail,121.37,71.45,49.92,41.13,8,54,72,media,7,Lo compraría solo en promoción,0,54.0,0,5586,677972.82,278853.12,-6.35,0
CornCrisp,cereal,retail,136.5,64.73,71.77,52.58,9,55,72,alta,7,Lo compraría solo en promoción,0,54.0,0,4094,558831.0,293826.38,4.01,0
CrunchMax,cereal,marketplace,86.54,57.62,28.92,33.42,8,76,66,media,8,Me identifico con la propuesta saludable,1,76.0,1,10242,886342.68,296198.64,30.13,1
FitMorning,cereal,marketplace,82.66,53.0,29.66,35.88,6,62,65,baja,6,Lo compraría solo en promoción,0,47.0,0,7710,637308.6,228678.6,24.62,1
VitalMix,cereal,retail,90.05,55.73,34.32,38.11,9,83,78,media,6,Lo compraría solo en promoción,0,47.0,0,11033,993521.65,378652.56,10.21,0
FiberPlus,cereal,marketplace,113.94,63.19,50.75,44.54,9,49,68,baja,8,Se siente premium y de buena calidad,1,76.0,1,4764,542810.16,241773.0,-4.48,0
FitMorning,cereal,retail,125.62,78.16,47.46,37.78,8,65,57,media,5,"Está bien, cumple",0,40.0,0,5396,677845.52,256094.16,1.77,0
KidsStar,cereal,retail,99.4,60.04,39.36,39.6,8,82,64,media,8,Se siente premium y de buena calidad,1,76.0,1,11608,1153835.2,456890.88,25.23,1
VitalMix,cereal,retail,124.76,61.67,63.09,50.57,6,59,74,baja,7,Es un cereal promedio,0,54.0,0,5580,696160.8,352042.2,17.38,0
ChocoBoom,cereal,marketplace,121.96,83.58,38.38,31.47,4,80,59,media,7,"Nada extraordinario, pero ok",0,54.0,0,7833,955312.68,300630.54,43.77,1
KidsStar,cereal,marketplace,83.35,58.42,24.93,29.91,7,80,47,alta,7,"Está bien, cumple",0,54.0,0,10763,897096.05,268321.59,27.6,1
FiberPlus,cereal,marketplace,136.09,83.11,52.98,38.93,5,61,72,baja,5,"Está bien, cumple",0,40.0,0,4716,641800.44,249853.68,17.13,0
HoneyOats,cereal,marketplace,65.09,40.5,24.59,37.78,7,82,53,media,7,Lo compraría solo en promoción,0,54.0,0,11789,767346.01,289891.51,26.87,1
CrunchMax,cereal,marketplace,47.09,27.2,19.89,42.24,6,82,83,baja,8,"Me gusta mucho esta marca, la volvería a comprar",1,76.0,1,15644,736675.96,311159.16,38.44,1
VitalMix,cereal,retail,159.35,83.18,76.17,47.8,6,54,51,media,4,Me pareció caro para lo que ofrece,-1,18.0,0,2586,412079.1,196975.62,3.04,0
FiberPlus,cereal,retail,105.97,54.1,51.87,48.95,9,66,49,baja,8,Gran relación calidad-precio,1,76.0,1,7569,802086.93,392604.03,2.64,0
FitMorning,cereal,retail,98.98,64.57,34.41,34.76,7,73,72,media,5,Podría mejorar el sabor,0,40.0,0,9068,897550.64,312029.88,15.64,0
FiberPlus,cereal,retail,108.25,71.26,36.99,34.17,8,65,71,media,5,"Nada extraordinario, pero ok",0,40.0,0,6735,729063.75,249127.65,8.74,0
ChocoBoom,cereal,marketplace,84.9,42.6,42.3,49.82,5,67,65,media,9,Me encanta el sabor y la textura,1,83.0,1,11640,988236.0,492372.0,42.34,1
ChocoBoom,cereal,marketplace,73.48,35.36,38.12,51.88,7,80,65,media,6,Podría mejorar el sabor,0,47.0,0,10857,797772.36,413868.84,24.3,1
ChocoBoom,cereal,retail,60.59,34.45,26.14,43.14,9,87,42,media,9,Me identifico con la propuesta saludable,1,83.0,1,17627,1068019.93,460769.78,30.49,1
KidsStar,cereal,retail,69.56,48.53,21.03,30.23,3,85,68,alta,7,"Nada extraordinario, pero ok",0,54.0,0,22563,1569482.28,474499.89,70.28,1
CerealNova,cereal,marketplace,109.03,57.13,51.9,47.6,8,64,43,media,6,"Está bien, cumple",0,47.0,0,5122,558451.66,265831.8,-2.43,0
CerealNova,cereal,retail,89.35,55.96,33.39,37.37,6,61,59,media,7,Podría mejorar el sabor,0,54.0,0,8496,759117.6,283681.44,13.05,0
KidsStar,cereal,retail,98.02,63.95,34.07,34.76,8,64,51,media,6,"Está bien, cumple",0,47.0,0,7216,707312.32,245849.12,9.17,0
FitMorning,cereal,retail,142.91,85.5,57.41,40.17,5,55,58,baja,6,"Nada extraordinario, pero ok",0,47.0,0,3499,500042.09,200877.59,9.37,0
CerealNova,cereal,marketplace,99.16,68.71,30.45,30.71,9,83,54,media,5,"Nada extraordinario, pero ok",0,40.0,0,6719,666256.04,204593.55,7.14,0
CornCrisp,cereal,retail,78.65,46.08,32.57,41.41,7,71,50,media,7,"Nada extraordinario, pero ok",0,54.0,0,10527,827948.55,342864.39,21.47,1
FiberPlus,cereal,marketplace,140.38,72.72,67.66,48.2,7,61,72,media,8,Gran relación calidad-precio,1,76.0,1,5076,712568.88,343442.16,28.04,1
FiberPlus,cereal,retail,135.94,78.06,57.88,42.58,6,66,75,media,7,Podría mejorar el sabor,0,54.0,0,6035,820397.9,349305.8,20.21,1
KidsStar,cereal,retail,88.62,50.47,38.15,43.05,7,61,58,baja,8,Se siente premium y de buena calidad,1,76.0,1,9538,845257.56,363874.7,21.79,1
CornCrisp,cereal,marketplace,79.66,48.11,31.55,39.61,8,92,67,media,8,Se siente premium y de buena calidad,1,76.0,1,12871,1025303.86,406080.05,30.86,1
FiberPlus,cereal,retail,105.27,73.43,31.84,30.25,8,63,21,media,4,No lo volvería a comprar,-1,18.0,0,4467,470241.09,142229.28,-16.93,0
CerealNova,cereal,retail,102.26,66.22,36.04,35.24,6,55,45,baja,7,Podría mejorar el sabor,0,54.0,0,5645,577257.7,203445.8,8.49,0
CornCrisp,cereal,retail,86.1,44.05,42.05,48.84,9,74,39,baja,7,Lo compraría solo en promoción,0,54.0,0,7914,681395.4,332783.7,-5.3,0
CornCrisp,cereal,retail,72.75,37.31,35.44,48.71,8,81,50,media,8,Me identifico con la propuesta saludable,1,76.0,1,14337,1043016.75,508103.28,27.73,1
FiberPlus,cereal,marketplace,106.55,56.47,50.08,47.0,7,78,59,media,6,"Nada extraordinario, pero ok",0,47.0,0,7581,807755.55,379656.48,16.23,0
VitalMix,cereal,retail,102.54,67.87,34.67,33.81,5,57,65,media,7,Es un cereal promedio,0,54.0,0,7893,809348.22,273650.31,25.17,1
CrunchMax,cereal,retail,67.07,37.98,29.09,43.37,8,85,45,media,7,Es un cereal promedio,0,54.0,0,14235,954741.45,414096.15,23.47,1
KidsStar,cereal,marketplace,93.73,66.19,27.54,29.38,8,58,53,media,5,Podría mejorar el sabor,0,40.0,0,5386,504829.78,148330.44,-1.3,0
VitalMix,cereal,retail,106.56,70.74,35.82,33.61,8,84,50,media,6,Lo compraría solo en promoción,0,47.0,0,8474,902989.44,303538.68,7.43,0
CrunchMax,cereal,retail,64.86,39.05,25.81,39.79,8,67,54,media,8,Gran relación calidad-precio,1,76.0,1,14040,910634.4,362372.4,20.61,1
KidsStar,cereal,retail,76.5,45.22,31.28,40.89,6,79,53,alta,6,"Está bien, cumple",0,47.0,0,15007,1148035.5,469418.96,22.57,1
FiberPlus,cereal,retail,100.72,60.48,40.24,39.95,7,64,68,baja,7,"Está bien, cumple",0,54.0,0,7741,779673.52,311497.84,16.4,0
GoldenGrain,cereal,retail,143.7,80.91,62.79,43.7,8,56,61,media,7,Podría mejorar el sabor,0,54.0,0,3955,568333.5,248334.45,1.35,0
